Bairro,Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Uso-Aplicação,Altura,Largura,latitude,longitude
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 96-1-1,Porto/Portugal,Massarelos,,Cerâmica e vidrado Estampilha,Rua dos Tamoios n° 1595,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4684763,-48.4974726
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 97-1-1,Porto/Portugal,Massarelos,"13,3 x 13,3cm",Cerâmica e vidrado Estampilha,Travessa Padre Eutiquio n° 1524,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.3,13.3,-1.4693734,-48.4791116
"Umarizal, Belém, Pará, Brasil, Belém, Pará, Brasil","Azulejo-PE 98-1-1 
(Verde Musgo)",,,,Cerâmica e vidrado Estampilha,Rua Oliveira Belo n° 260 e 264,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4402085,-48.4776417
"Campinas, Belém, Pará, Brasil, Belém, Pará, Brasil","Azulejo-PE 98-1-2
(azul)",,,,Cerâmica e vidrado Estampilha,Travessa Frutuoso Guimarães n° 90 (Demolido antes de 2007),"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 99-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 400, 441, 584, 590, 596 e 602; Travessa Presidente Pernambuco n° 204; Rua Riachuelo n° 159; Rua Ó de Almeida n° 125 e s/n°; Avenida Conselheiro Furtado n° 400; Avenida 16 de Novembro n° 480","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4510368,-48.5010789
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 99-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 400, 441, 584, 590, 596 e 602; Travessa Presidente Pernambuco n° 204; Rua Riachuelo n° 159; Rua Ó de Almeida n° 125 e s/n°; Avenida Conselheiro Furtado n° 400; Avenida 16 de Novembro n° 480","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4510368,-48.5010789
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 99-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 400, 441, 584, 590, 596 e 602; Travessa Presidente Pernambuco n° 204; Rua Riachuelo n° 159; Rua Ó de Almeida n° 125 e s/n°; Avenida Conselheiro Furtado n° 400; Avenida 16 de Novembro n° 480","Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4510368,-48.5010789
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 99-1-2 (Verde),,,15 x 15 cm,Cerâmica e vidrado Estampilha,Travessa Frutuoso Guimarães n° 565,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4510368,-48.5010789
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 100-1-1,Provavelmente Portugal,Semelhante a padrão Valenciano,"14,1 x 14,1 cm",Cerâmica e vidrado Estampilha,Travessa Rui Barbosa n° 717 e 723; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.1,14.1,-1.9615324,-48.1932456
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 100-1-1,Provavelmente Portugal,Semelhante a padrão Valenciano,"14,1 x 14,1 cm",Cerâmica e vidrado Estampilha,Travessa Rui Barbosa n° 717 e 723; Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.1,14.1,-1.9615324,-48.1932456
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 100-1-2,Provavelmente Portugal,Semelhante a padrão Valenciano,"14,1 x 14,1 cm",Cerâmica e vidrado Estampilha,Travessa 7 de Setembro n° 243,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.1,14.1,-1.5090641,-48.6223582
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 101-1-1,Portugal,,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 102-1-1,Portugal,,,Cerâmica e vidrado Estampilha,Travessa Pedro Albuquerque n° 145,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4590155,-48.5039701
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 103-1-1,,"St. Henry Marseille Arnaud, Etienne et Cie","10,8 x 10,8 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.8,10.8,,
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 104-1-1,Marseille/França,"St. Henry Marseille Arnaud, Etienne et Cie","10,8 x 10,8 cm",Cerâmica e vidrado Estampilha,Travessa Rui Barbosa n° 1023,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.8,10.8,-1.9615324,-48.1932456
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 105-1-1,Marseille/França,"St. Henry Marseille Arnaud, Etienne et Cie","10,8 x 10,8 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10.8,10.8,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 106-1-1,Marseille/França,"St. Henry Marseille Arnaud, Etienne et Cie",19 x 19 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",19,19,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 107-1-1,Marseille/França,"St. Henry Marseille Arnaud, Etienne et Cie",19 x 19 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",19,19,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 108-1-1,Portugal,Inspirado no Padrão V&B in Mettlach n° catálogo 1008],,Cerâmica e vidrado Estampilha,Rua Aristides Lobo n° 128 e 134,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4516134,-48.4964524
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-1-1,Alemanha,Villeroy & Boch in Mettlach - n° catálogo 147,,Cerâmica e vidrado Estampilha,"Travessa Dr. Moraes n° 85, 91, 107 e 115","Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4650868,-48.4831113
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-2,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n° 1192, 1198, 1204 e 1206","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4693734,-48.4791116
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-2,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n° 1192, 1198, 1204 e 1206","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4693734,-48.4791116
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-2,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n° 1192, 1198, 1204 e 1206","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4693734,-48.4791116
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-3,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 605; Rua Siqueira Mendes n° 139; Rua Senador Manoel Barata n° 147; Rua dos Mundurucus n° 619; Rua Gama Abreu n° 1190 e 1202; Rua Arcipreste Manoel Teodoro n°462, 470, 476, 478 e 508; Rua Tomázia Perdigão n° 174/178; Travessa Padre Eutiquio n° 1274, 1282, 1286/1288, 1294, e s/n°; Rua Conselheiro Furtado n° 412; Travessa São Francisco n° 60 e Travessa Campos Sales n° 567; Rua 13 de Maio n° 38/40","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4510368,-48.5010789
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-3,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 605; Rua Siqueira Mendes n° 139; Rua Senador Manoel Barata n° 147; Rua dos Mundurucus n° 619; Rua Gama Abreu n° 1190 e 1202; Rua Arcipreste Manoel Teodoro n°462, 470, 476, 478 e 508; Rua Tomázia Perdigão n° 174/178; Travessa Padre Eutiquio n° 1274, 1282, 1286/1288, 1294, e s/n°; Rua Conselheiro Furtado n° 412; Travessa São Francisco n° 60 e Travessa Campos Sales n° 567; Rua 13 de Maio n° 38/40","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4510368,-48.5010789
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-2-3,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n° 605; Rua Siqueira Mendes n° 139; Rua Senador Manoel Barata n° 147; Rua dos Mundurucus n° 619; Rua Gama Abreu n° 1190 e 1202; Rua Arcipreste Manoel Teodoro n°462, 470, 476, 478 e 508; Rua Tomázia Perdigão n° 174/178; Travessa Padre Eutiquio n° 1274, 1282, 1286/1288, 1294, e s/n°; Rua Conselheiro Furtado n° 412; Travessa São Francisco n° 60 e Travessa Campos Sales n° 567; Rua 13 de Maio n° 38/40","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4510368,-48.5010789
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-3-3,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,Rua 28 de Setembro n° 1040 e 1046; Travessa Campos Sales n° 484/490,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.450574,-48.4982834
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 109-3-3,Porto/Portugal,A.A.Costa & C Fa das Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,Rua 28 de Setembro n° 1040 e 1046; Travessa Campos Sales n° 484/490,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.450574,-48.4982834
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-1-1,Alemanha,Villeroy & Boch Fabrik in Mettlach - n° catálogo 228,11 x 11 cm,Cerâmica e vidrado Estampilha,Rua Ó de Almeida n° 128; Rua Riachuelo n° 182,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,-1.4515412,-48.4973671
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-2-2,Lisboa e Porto/Portugal,,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Rui Barbosa n° 336A, 346, 352, 358, 364 e 372; Rua 28 de Setembro n° 892; Rua Aristides Lobo n° 292","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4567183,-48.486724
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-2-2,Lisboa e Porto/Portugal,,14 x 14 cm,Cerâmica e vidrado Estampilha,"Travessa Rui Barbosa n° 336A, 346, 352, 358, 364 e 372; Rua 28 de Setembro n° 892; Rua Aristides Lobo n° 292","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4567183,-48.486724
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-3-3,Lisboa e Porto/Portugal,"Viúva Lamego - Sacavém - Carvalhinho - Calçada dos Cesteiro (Roseira). 
Apelido: Croché","14,2 x 14,2 cm",Cerâmica e vidrado Estampilha,Travessa 7 de Setembro n° 294/298,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.2,14.2,-1.5090641,-48.6223582
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-3-4,Lisboa e Porto/Portugal,"Viúva Lamego - Sacavém - Carvalhinho - Calçada dos Cesteiro (Roseira). 
Apelido: Croché",14 x 14 cm,Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n° 162/164/176 e 280; 
Travessa 7 de Setembro n° 294/298; Rua Riachuelo n° 20","Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.450417,-48.4971926
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-3-5,Lisboa e Porto/Portugal,"Viúva Lamego - Sacavém - Carvalhinho - Calçada dos Cesteiro (Roseira). 
Apelido: Croché","13,3 x 13,3 cm",Cerâmica e vidrado Estampilha,"Travessa Felix Roque n° 290, 296, 318/326, 334 ou Rua Tomazia Perdigão n° 302; Rua João Diogo n° 516; Avenida Governador José Malcher n° 584, 592, 598, 606 e 614","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.3,13.3,-1.4563888,-48.5044036
"Campina e Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-3-5,Lisboa e Porto/Portugal,"Viúva Lamego - Sacavém - Carvalhinho - Calçada dos Cesteiro (Roseira). 
Apelido: Croché","13,3 x 13,3 cm",Cerâmica e vidrado Estampilha,"Travessa Felix Roque n° 290, 296, 318/326, 334 ou Rua Tomazia Perdigão n° 302; Rua João Diogo n° 516; Avenida Governador José Malcher n° 584, 592, 598, 606 e 614","Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.3,13.3,-1.4563888,-48.5044036
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 110-3-6,Lisboa e Porto/Portugal,"Viúva Lamego - Sacavém - Carvalhinho - Calçada dos Cesteiro (Roseira). 
Apelido: Croché","13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 111-1-1,Portugal,Fc - Carvalhinho,"14,2 x 14,2 cm",Cerâmica e vidrado Estampilha,Travessa Benjamin Constant n° 452,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.2,14.2,-1.4479264,-48.4926168
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 112-1-1,Porto/Portugal,,"13,6 x 13,6 cm",Cerâmica e vidrado Estampilha,Travessa Campos Sales n° 365/375,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.6,13.6,-1.4519837209649507,-48.496945129523944
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 113-1-1,Porto/Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Rua Dr Assis n° 213/215,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4619697,-48.5044161
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 114-1-1,Dresden/Alemanha,Villeroy & Boch - Fabrik in Mettlach - n° catálogo 151,,Cerâmica e vidrado Estampilha,Rua 28 de Setembro n° 990; Avenida Brás de Aguiar n° 53,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.450574,-48.4982834
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 114-1-1,Dresden/Alemanha,Villeroy & Boch - Fabrik in Mettlach - n° catálogo 151,,Cerâmica e vidrado Estampilha,Rua 28 de Setembro n° 990; Avenida Brás de Aguiar n° 53,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.450574,-48.4982834
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 115-1-1,,,"15,2 x 15,2 cm",Cerâmica e vidrado Estampilha,Avenida Conselheiro Furtado n° 1881; Rua Arcipreste Manoel Teodoro n° 820,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.2,15.2,-1.4631195,-48.4949718
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 116-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Rua 15 de Novembro n° 194; Avenida Governador José Malcher n° 459,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.1615771,-48.4688459
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 116-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Rua 15 de Novembro n° 194; Avenida Governador José Malcher n° 459,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.1615771,-48.4688459
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 117-1-1,Porto/Portugal,,,Cerâmica e vidrado Estampilha,"Travessa 1° de Março n° 363, 331/335/341; Rua Ó de Almeida n° 363","Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 118-1-1,Porto/Portugal,,,Cerâmica e vidrado Estampilha,Rua Siqueira Mendes n° 158/160; Rua Dr. Malcher n° 145; Travessa Frutuoso Guimarães n° 482 (remendo),"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.3021009,-48.4894077
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 119-1-1,Porto/Portugal,,,Cerâmica e vidrado Estampilha,Rua Mundurucus n° 1387,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4584074,-48.4839688
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 120-1-1,Portugal,,"13,8 x 13,8 cm",Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.8,13.8,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 121-1-1,,,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 122-1-1,Portugal,,,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Cidade Velha, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 123-1-1,Lisboa e Porto/Portugal,"Calçada dos Cesteiros (Roseira), Devezas e Carvalhinho",14 x 14 cm,Cerâmica e vidrado Estampilha,Travessa São Francisco n° 60; Avenida 16 de Novembro n° 632,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4569976,-48.4990726
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 123-1-1,Lisboa e Porto/Portugal,"Calçada dos Cesteiros (Roseira), Devezas e Carvalhinho",14 x 14 cm,Cerâmica e vidrado Estampilha,Travessa São Francisco n° 60; Avenida 16 de Novembro n° 632,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4569976,-48.4990726
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 124-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Rua Riachuelo n° 83 e 99; Travessa Campos Sales n° 573,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4533292,-48.4970448
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 125-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Travessa Quintino Bocaiúva n° 1226,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-0.7490741,-48.0223579
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 126-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Rua Riachuelo n° 83 e 99; Travessa Campos Sales n° 573,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,-1.4533292,-48.4970448
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 127-1-1,,,15 x 15 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
"Reduto, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 128-1-1,Longwy/França e Portugal,A.A.Costa & C Fa das Devezas de Vila Nova de Gaia - Longwy - Ceramica Carvalhinho,"14,3 x 14,3 cm",Cerâmica e vidrado Estampilha,Travessa Piedade n° 322,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.3,14.3,-1.4461791,-48.4962299
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 129-1-1,Lisboa/Portugal,,13 x 13 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 130-1-1,Longwy/França,Longwy,"15 x 15 x 0,8 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 131-1-1,,,"14 x 14 x 0,8 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 132-1-1,,,13 x 13 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 133-1-1,,H - TE Boulenger & Cie Faiencerie de Choisy Le-Roi,21 x 21 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",21,21,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 134-1-1,,,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 135-1-1,,,13 x 13 cm,Cerâmica e vidrado Estampilha,Avenida Gentil Bittencourt n° 63,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4559062,-48.4870306
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 136-1-1,Marseille/França,,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
"Batista Campos, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 137-1-1,,,,Cerâmica e vidrado Estampilha,Rua Veiga Cabral n° 1352,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-2.0051896,-49.8569815
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 138-1-1,Lisboa e Porto/Portugal,"Viúva Lamego - Devezas - Desterro.
Apelido: Pintinhas",14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 139-1-1,Marseille/França,Sr Henry Marseille - Arnaud Etienne & Cie,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 140-1-1,Longwy/França,Longwy,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 141-1-1,Longwy/França,Longwy,,Cerâmica e vidrado Estampilha,Travessa Padre Prudêncio n° 262,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4538014,-48.4966004
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 142-1-1,França,Longwy,11 x 11 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",11,11,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 143-1-1,Dresden/Alemanha,Villeroy & Boch Mosaik Fabrik,15 x 15 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15,15,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 144-1-1,Porto/Portugal,Devezas,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 145-1-1,Porto/Portugal,Carvalhinho ou Devezas,"15,3 x 15,3 cm",Cerâmica e vidrado Estampilha,Travessa São Francisco n° 60,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,-1.4569976,-48.4990726
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 145-1-2,Porto/Portugal,Carvalhinho ou Devezas,"15,3 x 15,3 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",15.3,15.3,,
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 146-1-1,Portugal,,,Cerâmica e vidrado Estampilha,Cemitério de Nossa Senhora da Soledade,"Revestimento, assentados por compressão contra argamassa fresca.",,,,
"Nazaré, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 147-1-1,Portugal,,,Cerâmica e vidrado Estampilha,Cemitério de Nossa Senhora da Soledade,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,,
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 148-1-1,,,10 x 10 cm,Cerâmica e vidrado Estampilha,Rua João Diogo n° 492,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",10,10,-1.4549318,-48.4990226
"Campina, Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 149-1-1,,,,Cerâmica e vidrado Estampilha,Avenida Assis de Vasconcelos n° 414,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4538018,-48.4926168
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 150-1-1,,,14 x 14 cm,Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,,
", Belém, Pará, Brasil, Belém, Pará, Brasil",Azulejo-PE 151-1-1,Portugal,,"13,5 x 13,5 cm",Cerâmica e vidrado Estampilha,Demolido antes de 1986,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,,
